,Company/Brand,Sector,Stage,Amount($),HeadQuarter,What it does,Founded,Founders,Investor,Unnamed: 9
2400,Nazara Technologies,Gaming,Seed,30000000.0,Mumbai,"Nazara Technologies develops mobile content such as games, themes, wallpapers, and multimedia.",2000.0,Nitish Mittersain,"Hornbill Capital Advisers, Plutus Wealth Management",
2401,Euler Motors,Automotive,Series A,2600000.0,Delhi,Electric Light Commercial Vehicle,2018.0,Saurav Kumar,"ADB Ventures, Jetty Ventures",
2402,Pixxel,Aerospace,Seed,7300000.0,Bengaluru,Pixxel is a Bengaluru-based space technology startup building a constellation of advanced earth imaging small satellites.,2019.0,"Awais Ahmed, Kshitij Khandelwal","Techstars, Ryan Johnson",
2403,Prescinto,Energy,Seed,3500000.0,Gujarat,Prescinto is the brain of a solar plant delivering Actionable Intelligence to Increase Generation.,2016.0,Puneet Jaggi,"Venture Catalysts, 9Unicorns Accelerator Fund",
2404,MyGlamm,Cosmetics,Series C,20000000.0,Mumbai,MyGlamm is a direct-to-consumer brand of award winning European beauty products.,2015.0,Darpan Sanghvi,Bessemer Venture Partners,
2405,Chirrup,Gaming,Seed,300000.0,Bengaluru,Video integrated social-gaming platform,2020.0,"Vipul Garg, Sourav Lashkari, Mehul Mittal","Titan Capital, iSeed, First Cheque, 3.0 Fund.",
2406,Policybazaar,Insurance,Seed,75000000.0,Gurugram,PolicyBazaar designs an online life insurance and general insurance comparison portal that analyzes financial products.,2008.0,"Alok Bansal, Avaneesh Nirjar, Manoj Sharma, Tarun Mathur, Yashish Dahiya","Falcon Edge Capital, White Oak Global Advisors",
2407,Livve Homes,Facilities Support Services,Seed,5000000.0,Bengaluru,"India's homegrown online portal, championing the region for a brighter, more exciting livvable future. Right from simply connecting owners and tenants and to managing everything in between",2017.0,Maya Lakshman,Angel investors,
2408,Juicy Chemistry,Healthcare,Series A,6300000.0,Coimbatore,Juicy Chemistry operates as an eponymous consumer brand.,2014.0,"Megha, Pritesh Asher.",Akya Ventures,
2409,Svasti Microfinance,FinTech,Seed,4000000.0,Mumbai,Svasti works with urban slum dwellers women microentrepreneurs.,2008.0,"Arunkumar Padmanabhan, Narayanan Subramaniam","Kayenne Ventures, Nordic Microfinance Initiative",
2410,Nexprt,Consulting,Seed,2000000.0,Delhi,Nexprt Solutions offers end-to-end and 100% customized import solutions.,2020.0,Harsha Vardhan K,Titan Capital,
2411,Wysa,AI,Seed,3500000.0,Bengaluru,Wysa is an AI conversational agent that has been shown to help improve mental health,2015.0,"Jo Aggarwal, Ramakant Vempati","Kae Capital, Pi Ventures",
2412,Ankur capital,FinTech,Seed,40000000.0,Mumbai,Early stage venture capital fund focused on opportunities created by rising aspirations & digital access for next billion Indians.,2011.0,Ritu Verma,Unknown,
2413,Indifi,FinTech,Seed,5000000.0,Gurugram,Indifi Technologies is a digital lending platform that offers loans to those that have potential and intent.,2015.0,"Alok Mittal, Siddharth Mahanot, Sundeep Sahi","Elevar Equity, Accel India",
2414,Firmway,FinTech,Seed,3500000.0,Mumbai,Firmway is a platform that digitizes balance confirmation and reconciliation process.,2016.0,"Prashant Gupta, Vivek Chandan",Unknown,
2415,Say Cheese,Agriculture,Seed,1000000.0,Mumbai,"Say Cheese is the first holistic women-happiness platform in India, focused to increase the happiness of women through personalized solutions",2020.0,Rajpreet Kaur,Unknown,
2416,Indic Inspirations,Cultural,Seed,300000.0,Pune,"Indian Souvenirs online that reflect Indian tradition, culture & stories. Best for personal gifting and corporate gifting.",2019.0,Sunil Jalihal,Marquee investors,
2417,Bimaplan,FinTech,Seed,500000.0,Mumbai,Affordable insurance for the next billion Indians,2020.0,Vikul Goyal,"Titan Capital, Y Combinator",
2418,YAP,FinTech,Series B,10000000.0,Chennai,YAP is the API Platform for Banking and Payments products in Asia. More than 200 Fintechs across Asia rely on YAP,2014.0,"Madhusudanan R, Prabhu R","Jitendra Gupta, Better Capital",
2419,Leap Finance,FinTech,Series B,17000000.0,Bengaluru,Leap Finance is a fintech startup for Indian students pursuing international higher education,2019.0,Vaibhav Singh,Jungle Ventures,
2420,BlackSoil NBFC,FinTech,Seed,3000000.0,Mumbai,BlackSoil Capital has transformed into an alternative NBFC and AIF Fund platform with an expertise to finance multiple sectors.,2010.0,Mohinder Pal Bansal,Unknown,
2421,OYO,Hospitality,Seed,200000000.0,Gurugram,OYO operates a branded network of hotels designed to offer standardized stay experiences.,2012.0,Ritesh Agarwal,Hindustan Media Venture,
2422,Max Healthcare,Healthcare,Seed,140000000.0,Delhi,Max Healthcare is one of the leading chain of hospitals in India.,2000.0,Analjit Singh,"Radiant Life Care Private Ltd, Life Healthcare",
2423,4baseCare,Healthcare,Series A,2000000.0,Bengaluru,4baseCare develops a unified and patient-centric ecosystem to fight cancer.,2018.0,"Hitesh Goswami, Kshitij Rishi","Mount Judi Ventures, growX Ventures, Season Two Ventures",
2424,Ezstays,Education,Seed,400000.0,Delhi,"Ezstays is a leading student-life network, providing hostels and PG accommodation with top-tier living facilities at the best prices.",2019.0,"Vaibhav Khanna, Abhishek Kumar, Kumar Gaurav",Richard Rekhy,
2425,Stylework,Human Resources,Series A,500000.0,Gurugram,Stylework is an unconventional co-working space aggregator that is going to change the way people work.,2017.0,Sparsh Khandelwal,Inflection Point Ventures,
2426,Kinara Capital,FinTech,Seed,6000000.0,Bengaluru,Kinara Capital is a financing company that provides flexible collateral-free loans to small business entrepreneurs.,2011.0,Hardika Shah,"GAWA Capital, Gaja Capital",
2427,Riskcovry,Insurance,Series A,5000000.0,Bengaluru,"Riskcovry is an ""Insurance-in-a-box” model offers a one-stop-shop platform to cater to any business's digital insurance needs.",2018.0,"Suvendu Prusty, Sorabh Bhandari, Vidya Sridharan, Chiranth Patil","Better Capital, Bharat Inclusion Seed Fund",
2428,NODWIN,Gaming,Seed,20000000.0,Gurugram,NODWIN Gaming is a gaming solutions company and creator of e-sports events.,2012.0,Gautam Virk,Krafton,
2429,Quizizz,Education,Series A,12500000.0,Bengaluru,Quizizz is a Education based startup,2015.0,"Ankit Gupta, Deepak Joy Cheenath","Eight Roads Ventures India, Nexus Venture Partners",
2430,Ecom Express,E-Commerce,Seed,20000000.0,Delhi,Ecom Express is an end-to-end technology-enabled logistics solutions provider to the Indian e-commerce industry.,2012.0,"K. Satyanarayana, Manju Dhawan, Sanjeev Saxena, T. A. Krishnan","CDC Group, Partners Group",
2431,Turtlemint,Insurance,Series D,45000000.0,Mumbai,Turtlemint is an online insurance platform that identifies and purchases appropriate insurance policies for consumers.,2015.0,"Anand Prabhudesai, Dhirendra Mahyavanshi, Kunal Shah",Jungle Ventures,
2432,Captain Fresh,Logistics,Seed,3000000.0,Bengaluru,Captain Fresh is a freshwater fish and seafood supply chain platform.,2019.0,Utham Gowda,"Matrix Partners India, Ankur Capital",
2433,Northern Arc,FinTech,Seed,10000000.0,Chennai,Northern Arc Capital (Formerly known as IFMR Capital) is a Non-Banking Finance Company.,2008.0,Kshama Fernandes,"U.S. International Development Finance Corp, Asian Development Bank",
2434,Qoohoo,Digital Media,Seed,800000.0,Bengaluru,A platform for creators to build immersive connections with their fans and followers and monetize them.,2020.0,"Vimal Singh Rathore, Aseem Gupta",Angel investors,
2435,IGL,Gaming,Seed,500000.0,Mumbai,Indian Gaming League is the premier eSports platform in India.,2016.0,Yash Pariani,"Hungama, Hindustan Talkies",
2436,AMPM,E-Commerce,Seed,200000.0,Gurugram,24*7 convenience store,2018.0,Shubham Gupta,Agility Venture Partners,
2437,The ePlane,Aeorspace,Seed,1000000.0,Chennai,"Transforming the mobility landscape using aerial transport. Currently, we build drones for industrial applications",2016.0,"Pranjal Mehta, Satyanarayanan Chakravarthy","Speciale Invest, Farid Ahsan",
2438,Cashify,E-Commerce,Seed,15000000.0,Gurugram,Cashify.in is an e-commerce platform for reselling used electronic gadgets.,2009.0,"Amit Sethi, Mandeep Manocha, Nakul Kumar","Bessemer Venture Partners, CDH Investments",
2439,Bijnis,E-Commerce,Seed,3500000.0,Delhi,Digitizing the Factories of the Unorganised Industries.,2014.0,"Chaitanya Rathi, Shubham Agarwal, Siddharth Rastogi, Siddharth Vij","Sequoia Capital India, Matrix Partners India",
2440,Questt,Education,Seed,1000000.0,Gurugram,Questt is a homework app that allows teachers to allocate objective and subjective homework based on selected content.,2020.0,"Akhil Singh, Mohsin, Rohit Pande","Chiratae Ventures, AET Fund",
2441,DealShare,E-Commerce,Seed,3000000.0,Jaipur,DealShare is a Social Commerce Startup,2018.0,"Sankar Bora, Sourjyendu Medda, Vineet Rao","Omidyar Network, Falcon Edge Capital",
2442,Euler Motors,Automotive,Series A,4000000.0,Delhi,Electric Light Commercial Vehicle,2018.0,Saurav Kumar,"Jetty Ventures, Srinivas Anumolu",
2443,Blume Ventures,FinTech,Seed,40000000.0,Mumbai,Blume Ventures provides pre-series A and early stage funding to tech-focused/tech-enabled ventures.,2011.0,"Karthik Reddy, Sanjay Nath",Avendus,
2444,KoineArth,Blockchain,Series A,1800000.0,Bengaluru,"Koinearth is a stealth mode startup working at the intersection of blockchains, machine learning and mechanism design",2018.0,Praphul Chandra,YourNest,
2445,ImaginXP,Education,Seed,1500000.0,Pune,ImaginXP is a curriculum company with a focus on training and certification in UX Design and Design Thinking.,2013.0,Vidhika Rohatgi,Venture Catalysts,
2446,Virohan,Education,Seed,3500000.0,Gurugram,Virohan is an edtech company using technology to prepare a future-ready workforce for the healthcare industry.,2018.0,"Archit Jayasal, Kunaal Dudeja, Nalin Saluja","National Skill Development Corporation, Rianta Capital",
2447,Apna.co,Human Resources,Seed,12500000.0,Bengaluru,Apna is a recruitment platform that gives opportunities for blue or grey collar jobs.,2019.0,Nirmit Parikh,"Sequoia Capital India, Rocketship.vc",
2448,ideaForge,Aeorspace,Seed,2000000.0,Mumbai,ideaForge is an Indian company engaged in the development of unmanned aerial systems.,2007.0,"Ankit Mehta, Ashish Bhat","Infosys, Qualcomm Ventures",
2449,Clairco,CleanTech,Seed,500000.0,Bengaluru,Clairco provides enhanced air purification and real-time insights for breathable air indoors.,2018.0,Aayush Jha,"Real Estate Accelerator Program (REAP), AngelList",
2450,Northern Arc,FinTech,Seed,50000000.0,Chennai,Northern Arc Capital (Formerly known as IFMR Capital) is a Non-Banking Finance Company.,2008.0,Kshama Fernandes,"Asian Development Bank, U.S. International Development Finance Corp",
2451,Lenskart,Fashion,Seed,95000000.0,"Faridabad, Haryana",Lenskart is an India-based online shopping portal for eyewear.,2010.0,"Amit Chaudhary, Peyush Bansal","Kohlberg Kravis Roberts, Temasek Holdings",
2452,ParkSmart,Automotive,Seed,3500000.0,Delhi,ParkSmart is a parking management application.,2018.0,"Prateek Garg, Rahul Gupta, Ratan Anmol Sethi, Rishabh Nagpal, Vishva Sharma","Shireen Rangaswamy, Dilesh Gathani",
2453,Virohan,Education,Series A,3000000.0,Gurugram,Virohan is an EdTech company that offers healthcare vocational training to students to build a career in the healthcare industry.,2018.0,"Archit Jayasal, Kunaal Dudeja, Nalin Saluja, Paarul Dudeja","Rebright Partners, Wadhwani Foundation",
2454,BankSathi,FinTech,Seed,200000.0,Delhi,"Bank Sathi provides loans, insurance, cards comparison, and approval facility.",2019.0,Jitendra Dhaka,"Dinesh Godara, Aditya Talwar",
2455,Spark Studio,Education,Seed,3500000.0,Bengaluru,Online courses to build creativity and confidence in children through extra-curricular learning,2020.0,Anushree Goenka,Better Capital,
2456,BlissClub,Fashion,Seed,2000000.0,Bengaluru,"BlissClub is a community first women’s activewear brand. It is a Direct-to-Consumer brand in the active lifestyle space, founded in 2020 by ISB Alum Minu Margeret",2020.0,Minu Margeret,Elevation Capital,
2457,BricSpaces,Real Estate,Seed,350000.0,Bengaluru,"A prop-tech company that finds and customizes offices, living, or retail spaces based on your requirements.",2018.0,Madhusudhan,Angel investors,
2458,ANSR,Consulting,Series B,15000000.0,Bengaluru,"ANSR Consulting is providing end-to-end services for companies, setting up captive service centers.",2008.0,Lalit Ahuja,"Sistema Asia Capital, Evolvence India Fund",
2459,Keito,AI,Seed,3500000.0,Pune,"NO-CODE <> Human-assisted machine learning platform for document processing, to break information silos for enterprises",2016.0,Amal P S,"Rajesh Agarwal, Nandkishore Mundada",
2460,Reccy Adventures,Sports,Seed,400000.0,Gurugram,Reccy Adventures is an adventure sports startup.,2019.0,"Amit Chowdhury, Siddhartha Chatterjee, Tapas Pal","Kallol Banerjee, Jaydeep Barman",
2461,Magenta EV,Energy,Series A,15000000.0,Mumbai,Magenta is in the business of Enabling electric mobility & Making electricity clean,2017.0,"Maxson Lewis, Darryl Dias","JITO Angel Network, LetsVenture",
2462,Karbon Card,FinTech,Series A,1000000.0,Bengaluru,Karbon Card is a financial platform for Indian entrepreneurs.,2019.0,"Amit Jangir, Bo Li, Jianwei Chen, Kartik Jain, Pei-fu Hsieh, Sunil Kumar","MyAsia VC, Orios Venture Partners",
2463,Wysa,AI,Series A,5000000.0,Bengaluru,Wysa is an AI conversational agent that has been shown to help improve mental health,2015.0,"Jo Aggarwal, Ramakant Vempati","W Health Ventures, Pi Ventures",
2464,Agnikul,Aerospace,Series A,11000000.0,Chennai,"Agnikul is a space tech startup that designs, manufactures, tests, and launch orbital class rockets for micro and nano satellites.",2017.0,"Moin SPM, Satyanarayanan Chakravarthy, Srinath Ravichandran","Artha India Ventures, Sriram Krishnan",
2465,LegalPay,FinTech,Seed,3500000.0,Delhi,A trusted financial partner for advocates and corporate.,2019.0,Kundan Shahi,9Unicorns,
2466,Glamplus,Saas,Series A,200000.0,Bengaluru,India's #1 SaaS based Salon experience Software,2020.0,Divyanshu Singh,Inflection Point Ventures,
2467,Tekie,Education,Seed,1500000.0,Gurugram,"Tekie is a live coding platform for kids that uses the power of storytelling, to make learning to code a movie-like experience.",2017.0,"Anand Verma, Naman Mukund","GSV, Multiply Ventures",
2468,Asirvad Microfinance,FinTech,Seed,15000000.0,Chennai,Asirvad Microfinance provides microfinance loans to women from a poor and low-income households.,2007.0,Raja Vaidyanathan,"WorldBusiness Capital, Northern Arc",
2469,Avalon Labs,FinTech,Series A,3500000.0,Bengaluru,"Avalon Labs incubates, invests, partners with and spearheads technology companies that are on the cutting edge.",2017.0,Varun Mayya,"Tanglin Ventures, Better Capital, Whiteboard Capital",
2470,Betterhalf.ai,Cultural,Series A,3000000.0,Bengaluru,India’s first and only matrimony app without parents. 10L verified profiles 20L matches 50K relationships 3K marriages,2016.0,"Rahul Namdev, Pawan Gupta","Y Combinator, Rehan A Khan",
2471,Koo,Digital Media,Series B,30000000.0,Bengaluru,Koo App operates as a microblogging app.,2020.0,"Aprameya Radhakrishna, Mayank Bidawatka","Balaji Srinivasan, Naval Ravikant",
2472,Rezo.ai,AI,Seed,3500000.0,Noida,Conversational AI platform - Innovate the way you communicate,2017.0,"Manish Gupta, Rashi Gupta","Devesh Sachdev, Bhavesh Manglani",
2473,Mentoria,Education,Series A,200000.0,Mumbai,Mentoria is a holistic career discovery platform that enables students to discover themselves and the careers they will enjoy and excel at.,2015.0,"Ashish Arora, Nikhar Arora, Sameer Bhakhri","Pradeep K Jaisingh, Jayant Mehrotra",
2474,Cuvette Tech,Human Resources,Seed,1800000.0,Bengaluru,Help startups to find interns who are verified on their software development skills and problem-solving abilities.,2020.0,"Atul Singhal, Sudhanshu Singh","Varun Alagh, Harish Daiya",
2475,Clensta,Environmental Consulting,Seed,600000.0,Delhi,A biotechnology start-up was incorporated to improve the National Hygiene condition whilst addressing the aspect of water conservation.,2016.0,Puneet Gupta,"IAN Fund, World Startup Factory",
2476,FarMart,AgTech,Series A,24000000.0,Gurugram,FarMart is a micro-SaaS platform that helps food businesses source high quality produce at affordable prices,2015.0,"Alekh Sanghera, Mehtab Singh Hans","Omidyar Network India, Avaana Capital",
2477,Kodo Card,FinTech,Seed,8000000.0,Mumbai,Kodo card is a corporate card for new economy businesses in India.,2019.0,"Deepti Sanghi, Gaurav Thapa","Brex, Y-Combinator",
2478,Polygon,Cryptocurrency,Seed,3500000.0,Mumbai,Polygon is a blockchain scalability platform.,2017.0,"Jaynti Kanani, Sandeep Nailwal, Anurag Arjun","Mark Cuban, MiH Ventures",
2479,Get My Parking,Mobile Phones,Seed,6000000.0,Delhi,"Get My Parking, is a B2B Platform-as-a-Service company.",2015.0,"Chirag Jain, Rasik Pansare","IvyCap Ventures, IAN Fund",
2480,Cellestial,Automotive,Series A,500000.0,Hyderabad,Cellestial E-mobility is a city-based startup working in developing electric tractors with the longest battery life.,2019.0,Siddhartha Durairajan,"Gurj Aujla, Ashik K",
2481,FanCode,Sports,Seed,50000000.0,Mumbai,"FanCode is a multi sport aggregator platform for every sports fan, focusing on long trail sports content and contextual commerce.",2019.0,Yannick Colaco,Dream Sports,
2482,Jai Kisan,FinTech,Series A,30000000.0,Mumbai,Jai Kisan is a fintech platform that provides sustainable financing for rural emerging markets,2017.0,"Adriel Maniego, Arjun Ahluwalia","The Chatterjee Group, Prophetic Ventures",
2483,Plum,Healthcare,Series A,15000000.0,Bengaluru,High quality health insurance and health benefits,2019.0,"Abhishek Poddar, Saurabh Arora","Harsh Jain, Lalit Keshre",
2484,ThatMate,Healthcare,Seed,140000.0,Satara,ThatMate is a sexual and mental wellness app for teens.,2019.0,Nishant Neeraj,"Supriya Kumari, Premanshu Singh",
2485,Klassroom,Education,Series A,200000.0,Mumbai,Klassroom offers a one-of-a-kind LIVE interactive learning experience to students.,2016.0,Alka Javeri,ah! Ventures,
2486,Convin,Saas,Seed,300000.0,Bengaluru,Convin is a conversation intelligence platform that helps remote sales teams to understand conversations on a deeper levels.,2019.0,"Ashish Santhalia, Atul Shree, Bharat Patidar, Durgesh Choudhary","9Unicorns Accelerator Fund, Sunder Nookala",
2487,Mensa Brands,Fashion,Series A,50000000.0,Bengaluru,"Mensa scales brands leveraging its expertise in ecommerce, technology, marketing, category management & demand planning.",2021.0,Ananth Narayanan,"Accel Partners, Falcon Edge Capital, Norwest Venture Partners",
2488,Disruptium,Consulting,Seed,200000.0,Ahmadabad,A consultancy platform for startups,2021.0,"Yash Shah, Kapil Mathrani, Ishit Desai",Pravesh Mehta,
2489,MedTel Healthcare,Healthcare,Series A,5000000.0,Orissia,An aggregator for Digital Health Clinics in low resource settings.,2017.0,"Ajit Choudhury, Lalit Ranjan Manik, Manish Kumar Swain, Shashank Singhal, Siba Prasad Panda",Unknown,
2490,Pickright Technologies,FinTech,Seed,200000.0,Bengaluru,Pickright is a fintech marketplace platform for stock market investors and the stock market advisors.,2019.0,"Namandeep Bhatia, Archana E","Gaurav Gupta, Vivek Srivatsav",
2491,Ingenium,Education,Seed,3500000.0,Delhi,Ingenium Education has been pushing e-learning by bringing small and medium sized institutes and schools online.,2018.0,"Pramudit Somvanshi, Mohit Patel, Aakash Gupta",Lead Angels,
2492,BharatPe,FinTech,Seed,6000000.0,Delhi,"BharatPe is the definitive platform for financial services. We process payments via UPI and POS, and provide credit / loans to our merchants",2018.0,"Ashneer Grover, Bhavik Koladiya, Shashvat Nakrani","Amplo, Insight Partners",
2493,RuleZero,IT,Seed,1000000.0,Bengaluru,Rulezero is a technology platform created by experienced startup executives to automate and manage the equity ownership of a startup.,2019.0,"Satish Mugulavalli, Srinivas Katta","Induslaw, Reddy Futures",
2494,Rubix Data Sciences,IT,Seed,800000.0,Mumbai,"Rubix Data Sciences focuses on simplifying decision making for Credit, Risk, Compliance, Supply Chain and Marketing professionals in the B2B domain.",2018.0,Mohan Ramaswamy,Unknown,
2495,Locobuzz,ERP,Series A,4000000.0,Mumbai,LocoBuzz is an analytics-based integrated marketing platform.,2011.0,Vishal Agrawal,Yuj Ventures,
2496,We Founder Circle,FinTech,Seed,2000000.0,Mumbai,"A global platform of founders for founders offering investment, network and business opportunities.",2020.0,Neeraj Tyagi,Geekster,
2497,Haqdarshak,Finance,Series A,800000.0,Jaipur,Haqdarshak is a tech platform that connects citizens with their eligible welfare schemes.,2015.0,"Aniket Doegar, Asha Krishnan, PR Ganapathy","Manish Subramaniam, Upaya Social Ventures",
2498,Celcius,Logistics,Seed,3500000.0,Mumbai,The “ONLINE” Cold Chain network for Reefer trucks and Cold storage facilities.,2020.0,"Swarup Bose, Rajneesh Raman, Arbind Jain",Eaglewings Ventures,
2499,Enthu.ai,AI,Seed,200000.0,Chandigarh,Enthu.AI operates as a conversation intelligence startup.,2020.0,"Tushar Jain, Vishal Verma",Appit Simple Infotek,
2500,Myelin Foundry,AI,Series A,1000000.0,Bengaluru,"Myelin Foundry is a deep tech product start-up transforming human experiences and industry outcomes by building Artificial Intelligence algorithms on video, voice, and sensor data, for consumer edge devices",2019.0,"Gopichand Katragadda, Ganesh Suryanarayanan, Aditi Olemann",Beyond Next Ventures,
2501,SuperOps.ai,AI,Seed,3000000.0,Chennai,SuperOps.ai is an early stage startup in the MSP space.,2020.0,"Arvind Parthiban, Jayakumar Karumbasalam","Ramakant Sharma, Elevation Capital",
2502,6Degree,Business Development,Seed,1000000.0,Mumbai,6Degree is a fashion retail startup that provides a launchpad to fashion talent and brands using a tech-enabled platform.,2014.0,"Amit Bhardwaj, Nikhil Hegde","Keiretsu Forum, SucSEED Venture Partners",
2503,Teachmint,Education,Series A,16500000.0,Bengaluru,Teachmint is an online learning platform that focuses on tutor-student connectivity.,2020.0,"Anshuman Kumar, Divyansh Bordia, Mihir Gupta, Payoj Jain","Lightspeed India Partners, CM Ventures",
2504,Sarathi,Healthcare,Seed,100000.0,Jodhpur,"Offer a range of services like lab tests, consultation at home, nursing services, emergency services, and appointment management.",2020.0,Aditi Poyam,Unknown,
2505,Jidoka Technologies,Software,Seed,340000.0,Chennai,"Deliver automation of visual inspection, retaining the power of human intelligence, to enhance quality and efficiency",2018.0,Sekar Udayamurthy,Unknown,
2506,Rapido,Transportation,Series C,43000000.0,Bengaluru,Rapido is a bike taxi service that encourages people to offer bike rides to other people.,2015.0,"Aravind Sanka, Pavan Guntupalli, Rishikesh SR","Skycatcher, Nexus Venture Partners",
2507,BYJU'S,Education,Seed,150000000.0,Bengaluru,BYJU'S is an educational technology company that develops personalized learning programs for K-12 students.,2011.0,"Byju Raveendran, Divya Gokulnath","Tiga Investments, Baron Capital",
2508,ElasticRun,E-Commerce,Series D,75000000.0,Pune,ElasticRun develops an online system that improves the reception of orders from customers and the dispatch of delivery drivers.,2015.0,"Sandeep Deshmukh, Saurabh Nigam, Shitiz Bansal","Avataar Venture Partners, Kalaari Capital",
2509,Avail Finance,FinTech,Seed,3000000.0,Bengaluru,Avail is a mobile-first platform aiming to financially include the urban mass of India.,2017.0,"Ankush Aggarwal, Tushar Mehndiratta","Alteria Capital, Matrix Partners India",
2510,Nivesh,FinTech,Series A,1600000.0,Noida,Nivesh.com is a mass market mutual funds investment platform.,2016.0,"Anurag Garg, Sridhar Srinivasan","Raghav Kapur, Indian Angel Network",
2511,Thingsup,IoT,Seed,1000000.0,Pune,Thingsup is an Enterprise Grade IoT Platform.,2020.0,"Akshay Ghadage, Pranav Naiknavare",GSF Accelerator,
2512,Arthya Wealth and Investments,FinTech,Series A,1000000.0,Mumbai,"A comprehensive, high quality, open-architecture based Wealth Management and Investment Advisory platform, to cater to investors across the board: Individuals, Businesses/Corporate Treasuries, Family Offices, Trusts and more.",2020.0,Gaurav Arora,"Rishi Kumar Bagla, Krishen Lal Khanna",
2513,Zepto,E-Commerce,Seed,60000000.0,Mumbai,Grocery delivery startup,2021.0,"Aadit Palicha, Kaivalya Vohra","Glade Brook Capital, Nexus, Y Combinator",
2514,Fi,Financial Services,Series B,50000000.0,Bengaluru,Fi is a neo bank.,2019.0,Sumit Gwalani,"Capital Group, Falcon Edge",
2515,Kiko Live,E-Commerce,Series A,1000000.0,Gurugram,Video-based social commerce startup,2020.0,"Alok Chawla, Shivam","Dinesh Agarwal, Amarjit Batra",
2516,TurboHire,Software,Seed,3500000.0,Hyderabad,"Industry-leading augmented intelligence software for Talent Intelligence, Recruitment Automation, and Applicant Tracking",2019.0,Deepak Agrawal,"Arcilla, Samir Khosla",
2517,The Hosteller,Hospitality,Series A,1000000.0,Mumbai,"Pit-stop for global as well as local travellers to relax, rejuvenate and experience India’s rich heritage while not worrying about a clean, safe and smart place to stay.",2015.0,Pranav Dangi,"SUNiCON Ventures, Shubhkam Ventures, Jito Angel network, FAAD Network",
2518,SatSure,Cybersecurity,Seed,3500000.0,Bengaluru,SatSure is an innovative decision analytics company,2017.0,"Prateep Basu, Rashmit Singh Sukhmani, Abhishek Raju",Baring PE India,
2519,Ruptok Fintech,Financial Services,Series A,2000000.0,Delhi,"Ruptok fintech Pvt. Ltd. is an online gold loan service provider , with attractive interests rate .",2020.0,Ankur Gupta,Manuvel Malabar Jewellers,
2520,VilCart,Business Development,Seed,2000000.0,Bengaluru,Vilcart's motto is sustainable rural development through stability for rural retailers.,2017.0,Prasanna Kumar,Nabventures,
2521,Dogsee Chew,Catering,Series A,7000000.0,Bengaluru,100% Natural Dog Treats.,2015.0,"Bhupendra Khanal, Sneh Sharma",Sixth Sense Ventures,
2522,Advantage Club,Human Resources,Series A,3300000.0,Gurugram,Advantage Club is India's largest employee engagement platform.,2014.0,Sourabh Deorah,"Y Combinator, Jetty Ventures, Earlsfield Capital, SMC Advisors, Kunal Shah",
2523,TRDR,Financial Services,Seed,150000.0,Bengaluru,TRDR is an all-new approach to investing.,2020.0,Ricky Jacob,"Kunal Shah, Snehal Fulzele",
2524,Zoomcar,Mobile Phones,Seed,92000000.0,Bengaluru,Zoomcar holds the distinction of being India’s first personal mobility platform,2012.0,Greg Moran,SternAegis Ventures,
2525,Leap India,Logistics,Seed,10000000.0,Mumbai,"""Leading Enterprise in Asset Pooling"" India's Largest Sustainable Supply Chain Solutions Company.",2013.0,Anurag Malempati,CDC Group,
2526,SuperBottoms,Consumer Goods,Seed,400000.0,Mumbai,SuperBottoms was born out of a personal passion for cloth diapering that would give the convenience of diapers while not harming the environment and baby’s skin.,2015.0,Pallavi Utagi,Alteria Capital,
2527,Cora Health,Fitness,Seed,600000.0,Bengaluru,Social commerce marketplace for everyday health and wellness.,2020.0,"Snigdha Kumar, Shrijit Venkatesh",Indian Angel Network,
2528,Battery Smart,Energy,Series A,7000000.0,Delhi,Battery Smart is building India’s largest network of battery swapping stations providing Li-ion batteries,2019.0,"Pulkit Khurana, Siddharth Sikka","Blume Ventures, Orios Ventures",
2529,The Good Glamm Group,IT,Series D,150000000.0,Pune,South Asia’s largest Content-to-Commerce scale-up investing $100 million in fast-growing beauty & personal care brands.,2021.0,"Darpan Sanghvi, Priyanka Gill, Naiyya saggi","Warburg Pincus﻿, Prosus Ventures",
2530,Mosaic Wellness,Fitness,Series A,24000000.0,Mumbai,A platform of digital first health clinics for men and women,2019.0,Dhyanesh Shah,Sequoia,
2531,CloudFiles,Saas,Seed,300000.0,Bengaluru,"Supercharge files with enterprise-grade security, page-by-page analytics and powerful content automations.",2020.0,"Vishesh Singhal, Ankit Gupta, Siddharth Garg",Titan Capital,
2532,The Viral Fever,Media and Entertainment,Seed,2000000.0,Mumbai,India's leading digital entertainment network.,2012.0,Arunabh Kumar,BlackSoil,
2533,Xpand,Business Development,Series A,1500000.0,Delhi,LMCE handholds brands and enables their reach across the UNSERVED & UNDER-SERVED pockets of the country in a SUSTAINABLE manner to drive MEASURABLE growth.,2021.0,Sanjay Kaul,"Akash Prakash, Madhu Jayakumar, Dipinder Sandhu, Shagun Khandelwal",
2534,Troo Good,E-Commerce,Series A,7000000.0,Hyderabad,An FMCG company selling nutritious products at an affordable price points.,2018.0,Raju Bhupati,OAKS Asset Management,
2535,Prodo,Business Development,Seed,300000.0,Delhi,"Prodo is an e-commerce platform that provides manufacturing of made-to-order, readymade and white labeled consumables for medium and large enterprises.",2021.0,"Sameen Husain, Abhiroop Srivastava","Titan Capital, LetsVenture",
